,host,timestamp,metricType,metric_value
1552,HOST-115AF0E56D335A15,2025-09-02 01:52:00,Read Ops,0.11122941970825195
1553,HOST-115AF0E56D335A15,2025-09-02 01:53:00,Read Ops,0.005611672169632382
1554,HOST-115AF0E56D335A15,2025-09-02 01:54:00,Read Ops,0.0666907810502582
1555,HOST-115AF0E56D335A15,2025-09-02 01:55:00,Read Ops,0.005553889191812939
1556,HOST-115AF0E56D335A15,2025-09-02 01:56:00,Read Ops,0.20399875111050078
1557,HOST-115AF0E56D335A15,2025-09-02 01:57:00,Read Ops,0.061740868621402316
1558,HOST-115AF0E56D335A15,2025-09-02 01:58:00,Read Ops,0.0
1559,HOST-115AF0E56D335A15,2025-09-02 01:59:00,Read Ops,0.0
1560,HOST-115AF0E56D335A15,2025-09-02 02:00:00,Read Ops,0.0
1561,HOST-115AF0E56D335A15,2025-09-02 02:01:00,Read Ops,0.18234745661417642
1562,HOST-115AF0E56D335A15,2025-09-02 02:02:00,Read Ops,0.2441872755686442
1563,HOST-115AF0E56D335A15,2025-09-02 02:03:00,Read Ops,0.08901351028018528
1564,HOST-115AF0E56D335A15,2025-09-02 02:04:00,Read Ops,0.47766685485839844
1565,HOST-115AF0E56D335A15,2025-09-02 02:05:00,Read Ops,0.0
1566,HOST-115AF0E56D335A15,2025-09-02 02:06:00,Read Ops,0.19331533379024932
1567,HOST-115AF0E56D335A15,2025-09-02 02:07:00,Read Ops,0.0
1568,HOST-115AF0E56D335A15,2025-09-02 02:08:00,Read Ops,0.0
1569,HOST-115AF0E56D335A15,2025-09-02 02:09:00,Read Ops,0.01662178834279378
1570,HOST-115AF0E56D335A15,2025-09-02 02:10:00,Read Ops,0.09935835997263591
1571,HOST-115AF0E56D335A15,2025-09-02 02:11:00,Read Ops,0.1270633273654514
1572,HOST-115AF0E56D335A15,2025-09-02 02:12:00,Read Ops,0.010957702994346619
1573,HOST-115AF0E56D335A15,2025-09-02 02:13:00,Read Ops,0.0
1574,HOST-115AF0E56D335A15,2025-09-02 02:14:00,Read Ops,0.0
1575,HOST-115AF0E56D335A15,2025-09-02 02:15:00,Read Ops,0.0
1576,HOST-115AF0E56D335A15,2025-09-02 02:16:00,Read Ops,0.2095365503595935
1577,HOST-115AF0E56D335A15,2025-09-02 02:17:00,Read Ops,0.02802156408627828
1578,HOST-115AF0E56D335A15,2025-09-02 02:18:00,Read Ops,0.005546127342515522
1579,HOST-115AF0E56D335A15,2025-09-02 02:19:00,Read Ops,0.0
1580,HOST-115AF0E56D335A15,2025-09-02 02:20:00,Read Ops,0.0
1581,HOST-115AF0E56D335A15,2025-09-02 02:21:00,Read Ops,0.13955707020229763
1582,HOST-115AF0E56D335A15,2025-09-02 02:22:00,Read Ops,0.005585718486044142
1583,HOST-115AF0E56D335A15,2025-09-02 02:23:00,Read Ops,0.005545573516024484
1584,HOST-115AF0E56D335A15,2025-09-02 02:24:00,Read Ops,0.0
1585,HOST-115AF0E56D335A15,2025-09-02 02:25:00,Read Ops,0.01665334403514862
1586,HOST-115AF0E56D335A15,2025-09-02 02:26:00,Read Ops,0.21038519011603463
1587,HOST-115AF0E56D335A15,2025-09-02 02:27:00,Read Ops,0.0
1588,HOST-115AF0E56D335A15,2025-09-02 02:28:00,Read Ops,0.0
1589,HOST-115AF0E56D335A15,2025-09-02 02:29:00,Read Ops,0.0
1590,HOST-115AF0E56D335A15,2025-09-02 02:30:00,Read Ops,
1591,HOST-115AF0E56D335A15,2025-09-02 02:31:00,Read Ops,0.42107105255126953
1592,HOST-115AF0E56D335A15,2025-09-02 02:32:00,Read Ops,0.0055600036349561476
1593,HOST-115AF0E56D335A15,2025-09-02 02:33:00,Read Ops,0.0
1594,HOST-115AF0E56D335A15,2025-09-02 02:34:00,Read Ops,0.0
1595,HOST-115AF0E56D335A15,2025-09-02 02:35:00,Read Ops,0.03330668807029724
1596,HOST-115AF0E56D335A15,2025-09-02 02:36:00,Read Ops,0.17748196919759116
1597,HOST-115AF0E56D335A15,2025-09-02 02:37:00,Read Ops,0.005553889191812939
1598,HOST-115AF0E56D335A15,2025-09-02 02:38:00,Read Ops,0.0
1599,HOST-115AF0E56D335A15,2025-09-02 02:39:00,Read Ops,0.0
1600,HOST-115AF0E56D335A15,2025-09-02 02:40:00,Read Ops,0.01665168007214864
1601,HOST-115AF0E56D335A15,2025-09-02 02:41:00,Read Ops,0.12233568562401666
1602,HOST-115AF0E56D335A15,2025-09-02 02:42:00,Read Ops,0.005553334123558468
1603,HOST-115AF0E56D335A15,2025-09-02 02:43:00,Read Ops,0.05544466773668925
1604,HOST-115AF0E56D335A15,2025-09-02 02:44:00,Read Ops,0.0
1605,HOST-115AF0E56D335A15,2025-09-02 02:45:00,Read Ops,0.0
1606,HOST-115AF0E56D335A15,2025-09-02 02:46:00,Read Ops,0.2998134824964735
1607,HOST-115AF0E56D335A15,2025-09-02 02:47:00,Read Ops,0.09989011949963039
1608,HOST-115AF0E56D335A15,2025-09-02 02:48:00,Read Ops,0.0
1609,HOST-115AF0E56D335A15,2025-09-02 02:49:00,Read Ops,0.0
1610,HOST-115AF0E56D335A15,2025-09-02 02:50:00,Read Ops,0.0055516693327162005
1611,HOST-115AF0E56D335A15,2025-09-02 02:51:00,Read Ops,0.189101152949863
1612,HOST-115AF0E56D335A15,2025-09-02 02:52:00,Read Ops,0.0055444666908846954
1613,HOST-115AF0E56D335A15,2025-09-02 02:53:00,Read Ops,0.011077380842632718
1614,HOST-115AF0E56D335A15,2025-09-02 02:54:00,Read Ops,0.005600358462995953
1615,HOST-115AF0E56D335A15,2025-09-02 02:55:00,Read Ops,0.017101033280293148
1616,HOST-115AF0E56D335A15,2025-09-02 02:56:00,Read Ops,0.09354639715618557
1617,HOST-115AF0E56D335A15,2025-09-02 02:57:00,Read Ops,0.1563782294591268
1618,HOST-115AF0E56D335A15,2025-09-02 02:58:00,Read Ops,0.0
1619,HOST-115AF0E56D335A15,2025-09-02 02:59:00,Read Ops,0.0
1620,HOST-115AF0E56D335A15,2025-09-02 03:00:00,Read Ops,0.0
1621,HOST-115AF0E56D335A15,2025-09-02 03:01:00,Read Ops,0.1378139919704861
1622,HOST-115AF0E56D335A15,2025-09-02 03:02:00,Read Ops,0.22126212384965685
1623,HOST-115AF0E56D335A15,2025-09-02 03:03:00,Read Ops,0.09677676359812419
1624,HOST-115AF0E56D335A15,2025-09-02 03:04:00,Read Ops,0.4409170945485433
1625,HOST-115AF0E56D335A15,2025-09-02 03:05:00,Read Ops,0.03875550627708435
1626,HOST-115AF0E56D335A15,2025-09-02 03:06:00,Read Ops,0.09443500306871201
1627,HOST-115AF0E56D335A15,2025-09-02 03:07:00,Read Ops,0.1000400185585022
1628,HOST-115AF0E56D335A15,2025-09-02 03:08:00,Read Ops,0.0
1629,HOST-115AF0E56D335A15,2025-09-02 03:09:00,Read Ops,0.0
1630,HOST-115AF0E56D335A15,2025-09-02 03:10:00,Read Ops,0.10511129349470137
1631,HOST-115AF0E56D335A15,2025-09-02 03:11:00,Read Ops,0.132171008321974
1632,HOST-115AF0E56D335A15,2025-09-02 03:12:00,Read Ops,2.2384058634440103
1633,HOST-115AF0E56D335A15,2025-09-02 03:13:00,Read Ops,0.0
1634,HOST-115AF0E56D335A15,2025-09-02 03:14:00,Read Ops,0.0
1635,HOST-115AF0E56D335A15,2025-09-02 03:15:00,Read Ops,0.0
1636,HOST-115AF0E56D335A15,2025-09-02 03:16:00,Read Ops,0.10986800409025617
1637,HOST-115AF0E56D335A15,2025-09-02 03:17:00,Read Ops,0.17789123124546477
1638,HOST-115AF0E56D335A15,2025-09-02 03:18:00,Read Ops,0.07987038294474284
1639,HOST-115AF0E56D335A15,2025-09-02 03:19:00,Read Ops,0.0
1640,HOST-115AF0E56D335A15,2025-09-02 03:20:00,Read Ops,0.20935159259372285
1641,HOST-115AF0E56D335A15,2025-09-02 03:21:00,Read Ops,0.14023134443495008
1642,HOST-115AF0E56D335A15,2025-09-02 03:22:00,Read Ops,0.039093749390708074
1643,HOST-115AF0E56D335A15,2025-09-02 03:23:00,Read Ops,0.0055572229127089185
1644,HOST-115AF0E56D335A15,2025-09-02 03:24:00,Read Ops,0.0
1645,HOST-115AF0E56D335A15,2025-09-02 03:25:00,Read Ops,0.08910766657855775
1646,HOST-115AF0E56D335A15,2025-09-02 03:26:00,Read Ops,0.0826719601949056
1647,HOST-115AF0E56D335A15,2025-09-02 03:27:00,Read Ops,0.10146103964911567
1648,HOST-115AF0E56D335A15,2025-09-02 03:28:00,Read Ops,0.08986845281389023
1649,HOST-115AF0E56D335A15,2025-09-02 03:29:00,Read Ops,0.0
1650,HOST-115AF0E56D335A15,2025-09-02 03:30:00,Read Ops,
1651,HOST-115AF0E56D335A15,2025-09-02 03:31:00,Read Ops,0.14842667844560412
1652,HOST-115AF0E56D335A15,2025-09-02 03:32:00,Read Ops,0.00547939207818773
1653,HOST-115AF0E56D335A15,2025-09-02 03:33:00,Read Ops,0.04407853219244215
1654,HOST-115AF0E56D335A15,2025-09-02 03:34:00,Read Ops,0.0056241705185837215
1655,HOST-115AF0E56D335A15,2025-09-02 03:35:00,Read Ops,0.0
1656,HOST-115AF0E56D335A15,2025-09-02 03:36:00,Read Ops,0.1704591653413243
1657,HOST-115AF0E56D335A15,2025-09-02 03:37:00,Read Ops,0.016670001049836475
1658,HOST-115AF0E56D335A15,2025-09-02 03:38:00,Read Ops,0.0
1659,HOST-115AF0E56D335A15,2025-09-02 03:39:00,Read Ops,0.04488884409268697
1660,HOST-115AF0E56D335A15,2025-09-02 03:40:00,Read Ops,0.016857152183850605
1661,HOST-115AF0E56D335A15,2025-09-02 03:41:00,Read Ops,0.12584116723802355
1662,HOST-115AF0E56D335A15,2025-09-02 03:42:00,Read Ops,0.005517484827174081
1663,HOST-115AF0E56D335A15,2025-09-02 03:43:00,Read Ops,0.0055000053511725525
1664,HOST-115AF0E56D335A15,2025-09-02 03:44:00,Read Ops,0.0
1665,HOST-115AF0E56D335A15,2025-09-02 03:45:00,Read Ops,0.0
1666,HOST-115AF0E56D335A15,2025-09-02 03:46:00,Read Ops,0.09885330332650079
1667,HOST-115AF0E56D335A15,2025-09-02 03:47:00,Read Ops,0.09870694080988567
1668,HOST-115AF0E56D335A15,2025-09-02 03:48:00,Read Ops,0.0
1669,HOST-115AF0E56D335A15,2025-09-02 03:49:00,Read Ops,0.055733905898200146
1670,HOST-115AF0E56D335A15,2025-09-02 03:50:00,Read Ops,0.0
1671,HOST-115AF0E56D335A15,2025-09-02 03:51:00,Read Ops,0.20439767837524414
1672,HOST-115AF0E56D335A15,2025-09-02 03:52:00,Read Ops,0.005510370350546307
1673,HOST-115AF0E56D335A15,2025-09-02 03:53:00,Read Ops,0.01104936914311515
1674,HOST-115AF0E56D335A15,2025-09-02 03:54:00,Read Ops,0.005600358462995953
1675,HOST-115AF0E56D335A15,2025-09-02 03:55:00,Read Ops,0.016673336426417034
1676,HOST-115AF0E56D335A15,2025-09-02 03:56:00,Read Ops,0.10445873604880439
1677,HOST-115AF0E56D335A15,2025-09-02 03:57:00,Read Ops,0.15480759408738878
1678,HOST-115AF0E56D335A15,2025-09-02 03:58:00,Read Ops,0.0
1679,HOST-115AF0E56D335A15,2025-09-02 03:59:00,Read Ops,0.0
1680,HOST-115AF0E56D335A15,2025-09-02 04:00:00,Read Ops,0.0
1681,HOST-115AF0E56D335A15,2025-09-02 04:01:00,Read Ops,0.1325783067279392
1682,HOST-115AF0E56D335A15,2025-09-02 04:02:00,Read Ops,0.24666996796925858
1683,HOST-115AF0E56D335A15,2025-09-02 04:03:00,Read Ops,0.08838509188758002
1684,HOST-115AF0E56D335A15,2025-09-02 04:04:00,Read Ops,0.4832287894354926
1685,HOST-115AF0E56D335A15,2025-09-02 04:05:00,Read Ops,0.0
1686,HOST-115AF0E56D335A15,2025-09-02 04:06:00,Read Ops,0.07693913910124037
1687,HOST-115AF0E56D335A15,2025-09-02 04:07:00,Read Ops,0.09884352816475762
1688,HOST-115AF0E56D335A15,2025-09-02 04:08:00,Read Ops,0.0
1689,HOST-115AF0E56D335A15,2025-09-02 04:09:00,Read Ops,0.022222222553359136
1690,HOST-115AF0E56D335A15,2025-09-02 04:10:00,Read Ops,
1691,HOST-115AF0E56D335A15,2025-09-02 04:11:00,Read Ops,0.17612124813927543
1692,HOST-115AF0E56D335A15,2025-09-02 04:12:00,Read Ops,0.005484801613622242
1693,HOST-115AF0E56D335A15,2025-09-02 04:13:00,Read Ops,0.0
1694,HOST-115AF0E56D335A15,2025-09-02 04:14:00,Read Ops,0.0
1695,HOST-115AF0E56D335A15,2025-09-02 04:15:00,Read Ops,0.0
1696,HOST-115AF0E56D335A15,2025-09-02 04:16:00,Read Ops,0.13284802767965528
1697,HOST-115AF0E56D335A15,2025-09-02 04:17:00,Read Ops,0.10008006625705296
1698,HOST-115AF0E56D335A15,2025-09-02 04:18:00,Read Ops,0.0
1699,HOST-115AF0E56D335A15,2025-09-02 04:19:00,Read Ops,0.0
1700,HOST-115AF0E56D335A15,2025-09-02 04:20:00,Read Ops,0.0
1701,HOST-115AF0E56D335A15,2025-09-02 04:21:00,Read Ops,0.1382142702738444
1702,HOST-115AF0E56D335A15,2025-09-02 04:22:00,Read Ops,0.011124476790428162
1703,HOST-115AF0E56D335A15,2025-09-02 04:23:00,Read Ops,0.016519642538494535
1704,HOST-115AF0E56D335A15,2025-09-02 04:24:00,Read Ops,0.011000010702345105
1705,HOST-115AF0E56D335A15,2025-09-02 04:25:00,Read Ops,0.01642521594961484
1706,HOST-115AF0E56D335A15,2025-09-02 04:26:00,Read Ops,0.09340761767493354
1707,HOST-115AF0E56D335A15,2025-09-02 04:27:00,Read Ops,0.10010010004043579
1708,HOST-115AF0E56D335A15,2025-09-02 04:28:00,Read Ops,0.0
1709,HOST-115AF0E56D335A15,2025-09-02 04:29:00,Read Ops,0.0
1710,HOST-115AF0E56D335A15,2025-09-02 04:30:00,Read Ops,
1711,HOST-115AF0E56D335A15,2025-09-02 04:31:00,Read Ops,0.4230920208825006
1712,HOST-115AF0E56D335A15,2025-09-02 04:32:00,Read Ops,0.005479932659202152
1713,HOST-115AF0E56D335A15,2025-09-02 04:33:00,Read Ops,0.03293156954977248
1714,HOST-115AF0E56D335A15,2025-09-02 04:34:00,Read Ops,0.0
1715,HOST-115AF0E56D335A15,2025-09-02 04:35:00,Read Ops,0.0
1716,HOST-115AF0E56D335A15,2025-09-02 04:36:00,Read Ops,0.0822882718510098
1717,HOST-115AF0E56D335A15,2025-09-02 04:37:00,Read Ops,0.09994003507826064
1718,HOST-115AF0E56D335A15,2025-09-02 04:38:00,Read Ops,0.08362602525287205
1719,HOST-115AF0E56D335A15,2025-09-02 04:39:00,Read Ops,0.027791675594117906
1720,HOST-115AF0E56D335A15,2025-09-02 04:40:00,Read Ops,0.016513094305992126
1721,HOST-115AF0E56D335A15,2025-09-02 04:41:00,Read Ops,0.12688921557532415
1722,HOST-115AF0E56D335A15,2025-09-02 04:42:00,Read Ops,2.2869881523980036
1723,HOST-115AF0E56D335A15,2025-09-02 04:43:00,Read Ops,0.08794784545898438
1724,HOST-115AF0E56D335A15,2025-09-02 04:44:00,Read Ops,0.011077877548005847
1725,HOST-115AF0E56D335A15,2025-09-02 04:45:00,Read Ops,0.0440654820866055
1726,HOST-115AF0E56D335A15,2025-09-02 04:46:00,Read Ops,0.09353713194529216
1727,HOST-115AF0E56D335A15,2025-09-02 04:47:00,Read Ops,0.14948407808939615
1728,HOST-115AF0E56D335A15,2025-09-02 04:48:00,Read Ops,0.08918084038628472
1729,HOST-115AF0E56D335A15,2025-09-02 04:49:00,Read Ops,0.0
1730,HOST-115AF0E56D335A15,2025-09-02 04:50:00,Read Ops,0.0
1731,HOST-115AF0E56D335A15,2025-09-02 04:51:00,Read Ops,0.19310408168368867
1732,HOST-115AF0E56D335A15,2025-09-02 04:52:00,Read Ops,0.005481013821230994
1733,HOST-115AF0E56D335A15,2025-09-02 04:53:00,Read Ops,0.005507093336847093
1734,HOST-115AF0E56D335A15,2025-09-02 04:54:00,Read Ops,0.011111377841896482
1735,HOST-115AF0E56D335A15,2025-09-02 04:55:00,Read Ops,0.016446286191542942
1736,HOST-115AF0E56D335A15,2025-09-02 04:56:00,Read Ops,0.09867772128846909
1737,HOST-115AF0E56D335A15,2025-09-02 04:57:00,Read Ops,0.16462969779968262
1738,HOST-115AF0E56D335A15,2025-09-02 04:58:00,Read Ops,0.0
1739,HOST-115AF0E56D335A15,2025-09-02 04:59:00,Read Ops,0.0
1740,HOST-115AF0E56D335A15,2025-09-02 05:00:00,Read Ops,0.0
1741,HOST-115AF0E56D335A15,2025-09-02 05:01:00,Read Ops,0.08796525663799709
1742,HOST-115AF0E56D335A15,2025-09-02 05:02:00,Read Ops,0.2676949236128065
1743,HOST-115AF0E56D335A15,2025-09-02 05:03:00,Read Ops,0.10096930795245701
1744,HOST-115AF0E56D335A15,2025-09-02 05:04:00,Read Ops,0.44474750094943577
1745,HOST-115AF0E56D335A15,2025-09-02 05:05:00,Read Ops,0.03320383694436815
1746,HOST-115AF0E56D335A15,2025-09-02 05:06:00,Read Ops,0.0768631100654602
1747,HOST-115AF0E56D335A15,2025-09-02 05:07:00,Read Ops,0.09986019796795315
1748,HOST-115AF0E56D335A15,2025-09-02 05:08:00,Read Ops,0.0
1749,HOST-115AF0E56D335A15,2025-09-02 05:09:00,Read Ops,0.0
1750,HOST-115AF0E56D335A15,2025-09-02 05:10:00,Read Ops,0.055466807550854154
1751,HOST-115AF0E56D335A15,2025-09-02 05:11:00,Read Ops,0.12632503774431017
1752,HOST-115AF0E56D335A15,2025-09-02 05:12:00,Read Ops,0.04989875356356303
1753,HOST-115AF0E56D335A15,2025-09-02 05:13:00,Read Ops,0.0
1754,HOST-115AF0E56D335A15,2025-09-02 05:14:00,Read Ops,0.00563272378510899
1755,HOST-115AF0E56D335A15,2025-09-02 05:15:00,Read Ops,0.0
1756,HOST-115AF0E56D335A15,2025-09-02 05:16:00,Read Ops,0.09367629554536606
1757,HOST-115AF0E56D335A15,2025-09-02 05:17:00,Read Ops,0.13894292381074694
1758,HOST-115AF0E56D335A15,2025-09-02 05:18:00,Read Ops,0.0
1759,HOST-115AF0E56D335A15,2025-09-02 05:19:00,Read Ops,0.0
1760,HOST-115AF0E56D335A15,2025-09-02 05:20:00,Read Ops,0.0
1761,HOST-115AF0E56D335A15,2025-09-02 05:21:00,Read Ops,0.08766162395477295
1762,HOST-115AF0E56D335A15,2025-09-02 05:22:00,Read Ops,0.04999023344781664
1763,HOST-115AF0E56D335A15,2025-09-02 05:23:00,Read Ops,0.0056315817766719395
1764,HOST-115AF0E56D335A15,2025-09-02 05:24:00,Read Ops,0.0
1765,HOST-115AF0E56D335A15,2025-09-02 05:25:00,Read Ops,0.016636720548073452
1766,HOST-115AF0E56D335A15,2025-09-02 05:26:00,Read Ops,0.07794926563898723
1767,HOST-115AF0E56D335A15,2025-09-02 05:27:00,Read Ops,0.0999300479888916
1768,HOST-115AF0E56D335A15,2025-09-02 05:28:00,Read Ops,0.0
1769,HOST-115AF0E56D335A15,2025-09-02 05:29:00,Read Ops,0.011116669409804873
1770,HOST-115AF0E56D335A15,2025-09-02 05:30:00,Read Ops,
1771,HOST-115AF0E56D335A15,2025-09-02 05:31:00,Read Ops,0.14994002713097468
1772,HOST-115AF0E56D335A15,2025-09-02 05:32:00,Read Ops,0.04988532927301195
1773,HOST-115AF0E56D335A15,2025-09-02 05:33:00,Read Ops,0.03325352403852675
1774,HOST-115AF0E56D335A15,2025-09-02 05:34:00,Read Ops,0.0
1775,HOST-115AF0E56D335A15,2025-09-02 05:35:00,Read Ops,0.0
1776,HOST-115AF0E56D335A15,2025-09-02 05:36:00,Read Ops,0.07770007848739624
1777,HOST-115AF0E56D335A15,2025-09-02 05:37:00,Read Ops,0.0
1778,HOST-115AF0E56D335A15,2025-09-02 05:38:00,Read Ops,0.10556839572058783
1779,HOST-115AF0E56D335A15,2025-09-02 05:39:00,Read Ops,0.0
1780,HOST-115AF0E56D335A15,2025-09-02 05:40:00,Read Ops,0.0166950486600399
1781,HOST-115AF0E56D335A15,2025-09-02 05:41:00,Read Ops,0.0777233706580268
1782,HOST-115AF0E56D335A15,2025-09-02 05:42:00,Read Ops,0.050053411059909396
1783,HOST-115AF0E56D335A15,2025-09-02 05:43:00,Read Ops,0.011102229356765747
1784,HOST-115AF0E56D335A15,2025-09-02 05:44:00,Read Ops,0.21100560824076334
1785,HOST-115AF0E56D335A15,2025-09-02 05:45:00,Read Ops,0.0
1786,HOST-115AF0E56D335A15,2025-09-02 05:46:00,Read Ops,0.09420892265107896
1787,HOST-115AF0E56D335A15,2025-09-02 05:47:00,Read Ops,0.0
1788,HOST-115AF0E56D335A15,2025-09-02 05:48:00,Read Ops,0.09991008043289185
1789,HOST-115AF0E56D335A15,2025-09-02 05:49:00,Read Ops,0.0
1790,HOST-115AF0E56D335A15,2025-09-02 05:50:00,Read Ops,0.0
1791,HOST-115AF0E56D335A15,2025-09-02 05:51:00,Read Ops,0.13863270812564427
1792,HOST-115AF0E56D335A15,2025-09-02 05:52:00,Read Ops,0.05005283488167656
1793,HOST-115AF0E56D335A15,2025-09-02 05:53:00,Read Ops,0.005553334123558468
1794,HOST-115AF0E56D335A15,2025-09-02 05:54:00,Read Ops,0.011105003456274668
1795,HOST-115AF0E56D335A15,2025-09-02 05:55:00,Read Ops,0.016648353387912113
1796,HOST-115AF0E56D335A15,2025-09-02 05:56:00,Read Ops,0.10466563701629639
1797,HOST-115AF0E56D335A15,2025-09-02 05:57:00,Read Ops,0.05616210566626655
1798,HOST-115AF0E56D335A15,2025-09-02 05:58:00,Read Ops,0.1000400185585022
1799,HOST-115AF0E56D335A15,2025-09-02 05:59:00,Read Ops,0.0
1800,HOST-115AF0E56D335A15,2025-09-02 06:00:00,Read Ops,0.0
1801,HOST-115AF0E56D335A15,2025-09-02 06:01:00,Read Ops,0.09450114435619777
1802,HOST-115AF0E56D335A15,2025-09-02 06:02:00,Read Ops,0.26404788759019643
1803,HOST-115AF0E56D335A15,2025-09-02 06:03:00,Read Ops,0.08895115719901191
1804,HOST-115AF0E56D335A15,2025-09-02 06:04:00,Read Ops,0.5007021162245009
1805,HOST-115AF0E56D335A15,2025-09-02 06:05:00,Read Ops,0.011115557617611356
1806,HOST-115AF0E56D335A15,2025-09-02 06:06:00,Read Ops,0.08268015914493136
1807,HOST-115AF0E56D335A15,2025-09-02 06:07:00,Read Ops,0.0
1808,HOST-115AF0E56D335A15,2025-09-02 06:08:00,Read Ops,0.10078612963358562
1809,HOST-115AF0E56D335A15,2025-09-02 06:09:00,Read Ops,0.0
1810,HOST-115AF0E56D335A15,2025-09-02 06:10:00,Read Ops,0.06122076097461912
1811,HOST-115AF0E56D335A15,2025-09-02 06:11:00,Read Ops,0.210672077205446
1812,HOST-115AF0E56D335A15,2025-09-02 06:12:00,Read Ops,0.050099237097634204
1813,HOST-115AF0E56D335A15,2025-09-02 06:13:00,Read Ops,0.0
1814,HOST-115AF0E56D335A15,2025-09-02 06:14:00,Read Ops,0.0
1815,HOST-115AF0E56D335A15,2025-09-02 06:15:00,Read Ops,2.2093753814697266
1816,HOST-115AF0E56D335A15,2025-09-02 06:16:00,Read Ops,0.12636665503184
1817,HOST-115AF0E56D335A15,2025-09-02 06:17:00,Read Ops,0.016736962729030185
1818,HOST-115AF0E56D335A15,2025-09-02 06:18:00,Read Ops,0.10137875212563409
1819,HOST-115AF0E56D335A15,2025-09-02 06:19:00,Read Ops,0.0
1820,HOST-115AF0E56D335A15,2025-09-02 06:20:00,Read Ops,0.054993347989188306
1821,HOST-115AF0E56D335A15,2025-09-02 06:21:00,Read Ops,0.15390872955322266
1822,HOST-115AF0E56D335A15,2025-09-02 06:22:00,Read Ops,0.05090967482990689
1823,HOST-115AF0E56D335A15,2025-09-02 06:23:00,Read Ops,0.0
1824,HOST-115AF0E56D335A15,2025-09-02 06:24:00,Read Ops,0.0
1825,HOST-115AF0E56D335A15,2025-09-02 06:25:00,Read Ops,0.016685020178556442
1826,HOST-115AF0E56D335A15,2025-09-02 06:26:00,Read Ops,0.08770487043592666
1827,HOST-115AF0E56D335A15,2025-09-02 06:27:00,Read Ops,0.0
1828,HOST-115AF0E56D335A15,2025-09-02 06:28:00,Read Ops,0.10096930795245701
1829,HOST-115AF0E56D335A15,2025-09-02 06:29:00,Read Ops,0.0
1830,HOST-115AF0E56D335A15,2025-09-02 06:30:00,Read Ops,
1831,HOST-115AF0E56D335A15,2025-09-02 06:31:00,Read Ops,0.38471319940355087
1832,HOST-115AF0E56D335A15,2025-09-02 06:32:00,Read Ops,0.05007433891296387
1833,HOST-115AF0E56D335A15,2025-09-02 06:33:00,Read Ops,0.033052388164732195
1834,HOST-115AF0E56D335A15,2025-09-02 06:34:00,Read Ops,0.0
1835,HOST-115AF0E56D335A15,2025-09-02 06:35:00,Read Ops,0.0
1836,HOST-115AF0E56D335A15,2025-09-02 06:36:00,Read Ops,0.07674176163143583
1837,HOST-115AF0E56D335A15,2025-09-02 06:37:00,Read Ops,0.0
1838,HOST-115AF0E56D335A15,2025-09-02 06:38:00,Read Ops,0.10454828871621026
1839,HOST-115AF0E56D335A15,2025-09-02 06:39:00,Read Ops,0.0
1840,HOST-115AF0E56D335A15,2025-09-02 06:40:00,Read Ops,0.01669003317753474
1841,HOST-115AF0E56D335A15,2025-09-02 06:41:00,Read Ops,0.13869102795918783
1842,HOST-115AF0E56D335A15,2025-09-02 06:42:00,Read Ops,0.04995216263665093
1843,HOST-115AF0E56D335A15,2025-09-02 06:43:00,Read Ops,0.0
1844,HOST-115AF0E56D335A15,2025-09-02 06:44:00,Read Ops,0.0
1845,HOST-115AF0E56D335A15,2025-09-02 06:45:00,Read Ops,0.0
1846,HOST-115AF0E56D335A15,2025-09-02 06:46:00,Read Ops,0.08804366985956828
1847,HOST-115AF0E56D335A15,2025-09-02 06:47:00,Read Ops,0.0
1848,HOST-115AF0E56D335A15,2025-09-02 06:48:00,Read Ops,0.09903931617736816
1849,HOST-115AF0E56D335A15,2025-09-02 06:49:00,Read Ops,0.055750681294335254
1850,HOST-115AF0E56D335A15,2025-09-02 06:50:00,Read Ops,0.0110470379392306
1851,HOST-115AF0E56D335A15,2025-09-02 06:51:00,Read Ops,0.14265539911058214
1852,HOST-115AF0E56D335A15,2025-09-02 06:52:00,Read Ops,0.04988864064216614
1853,HOST-115AF0E56D335A15,2025-09-02 06:53:00,Read Ops,0.005494566013415654
1854,HOST-115AF0E56D335A15,2025-09-02 06:54:00,Read Ops,0.5699890454610189
1855,HOST-115AF0E56D335A15,2025-09-02 06:55:00,Read Ops,0.022160795827706654
1856,HOST-115AF0E56D335A15,2025-09-02 06:56:00,Read Ops,0.09039854341083103
1857,HOST-115AF0E56D335A15,2025-09-02 06:57:00,Read Ops,0.05620756414201525
1858,HOST-115AF0E56D335A15,2025-09-02 06:58:00,Read Ops,0.09990009996626113
1859,HOST-115AF0E56D335A15,2025-09-02 06:59:00,Read Ops,0.0
1860,HOST-115AF0E56D335A15,2025-09-02 07:00:00,Read Ops,0.0
1861,HOST-115AF0E56D335A15,2025-09-02 07:01:00,Read Ops,0.08780884080462986
1862,HOST-115AF0E56D335A15,2025-09-02 07:02:00,Read Ops,0.17120607114500472
1863,HOST-115AF0E56D335A15,2025-09-02 07:03:00,Read Ops,0.17750932110680473
1864,HOST-115AF0E56D335A15,2025-09-02 07:04:00,Read Ops,0.5449292208585474
1865,HOST-115AF0E56D335A15,2025-09-02 07:05:00,Read Ops,0.022131482760111492
1866,HOST-115AF0E56D335A15,2025-09-02 07:06:00,Read Ops,0.08291067679723103
